"","FD1","FD5","FD9","FD13","FD17","SD2","SD6","SD10","SD14","SD18","SD22","SD24","UP3","UP7","UP11","UP15","UP19","UP20","UP25","UP27","FW4","FW8","FW12","FW16","FW21","FW23","FW26"
"11501",3,2,3,3,3,4,3,3,4,3,2,5,5,4,4,5,4,4,4,4,2,4,1,4,1,4,2
"3065",3,2,3,2,3,4,1,4,4,2,4,5,2,5,4,5,5,4,2,2,5,5,5,5,4,2,5
"1589",2,2,2,2,2,3,2,3,4,4,2,4,2,3,3,4,2,2,2,3,4,4,4,4,4,4,4
"1263",2,2,2,1,2,4,1,4,4,3,4,3,2,4,2,2,2,1,2,3,4,5,4,1,2,5,4
"3098",4,3,4,3,5,5,5,5,5,5,5,4,5,5,4,4,5,3,4,4,5,5,5,4,4,4,5
"2072",2,2,2,4,2,4,2,2,2,2,4,2,2,4,4,3,4,2,2,4,4,4,4,4,4,4,4
"1325",3,1,2,2,5,5,5,5,4,2,2,5,1,2,3,5,3,5,2,4,2,4,5,4,2,4,4
"945",3,2,2,4,3,3,2,2,4,3,4,2,3,4,4,3,4,5,4,4,2,3,4,3,3,2,4
"3077",4,4,2,5,4,4,4,4,5,5,4,4,5,2,4,2,4,5,4,2,2,2,1,2,2,2,1
"1672",3,3,3,4,3,3,2,3,4,2,4,3,3,4,4,4,4,4,3,4,2,3,2,2,2,2,2
"2105",2,2,4,2,4,2,2,2,3,2,2,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4
"1251",3,3,3,2,4,5,4,3,3,4,2,4,3,4,2,3,2,4,2,2,2,4,3,4,3,3,4
"582",3,3,3,3,3,2,2,2,2,2,4,4,2,4,3,3,4,2,3,4,4,4,3,4,4,4,3
"12110",5,4,4,5,4,5,3,3,3,4,3,4,4,5,4,4,4,5,4,5,5,4,4,4,4,4,5
"1311",1,1,1,1,2,4,3,1,2,2,2,2,2,2,2,4,2,2,2,4,5,5,4,5,5,5,4
"2460",5,5,5,4,1,5,5,5,4,4,5,5,1,1,1,1,1,1,1,1,1,5,1,4,1,4,1
"2437",2,3,1,3,2,2,3,1,4,3,3,4,2,4,3,3,3,2,3,5,4,4,3,4,3,4,4
"1085",1,4,1,1,5,4,2,4,4,2,4,4,4,5,4,4,4,4,3,5,4,4,4,4,4,4,2
"1844",1,1,1,2,1,1,1,2,2,3,2,3,2,3,2,2,2,5,2,3,4,4,3,4,5,4,4
"2186",2,2,2,2,2,3,2,3,3,2,3,4,4,4,4,4,4,2,3,4,4,4,3,4,4,3,4
"2257",2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,4,5,4,5,5,4,2
"1066",2,1,1,3,1,4,4,4,4,4,5,2,5,4,5,3,4,4,5,4,4,5,2,4,3,5,2
"268",3,2,3,3,1,5,1,3,4,4,2,2,2,4,4,4,3,2,1,3,3,4,2,4,3,2,2
"1696",2,2,2,2,2,4,3,2,4,4,3,4,4,3,4,2,3,4,4,4,3,4,4,3,4,3,4
"1634",3,3,3,3,1,1,5,3,5,5,5,5,1,2,2,3,2,1,1,1,2,3,3,1,2,1,2
"1631",4,3,4,4,4,4,3,3,3,4,4,4,4,4,5,4,5,5,4,4,4,4,5,4,5,3,3
"1903",2,2,2,3,3,4,2,2,3,3,2,2,2,5,4,4,4,5,4,4,4,5,4,4,4,4,4
"1160",4,3,4,4,5,4,1,3,3,3,2,3,3,5,4,4,4,4,3,4,3,3,3,4,2,3,4
"300",1,3,1,3,1,3,3,1,3,3,4,4,4,4,4,4,4,5,4,4,2,2,1,4,4,2,3
"8801",2,2,2,2,2,4,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4
"1656",1,2,1,4,1,4,3,2,4,2,2,2,2,3,2,2,2,2,2,2,4,4,4,3,2,3,4
"12",1,2,1,2,1,4,2,2,3,3,3,4,1,4,2,4,3,4,2,4,4,5,3,4,4,4,4
"3501",2,2,2,2,4,4,1,3,4,2,4,5,3,5,4,5,4,4,4,4,4,4,3,1,4,2,2
"176",1,3,1,1,1,1,1,1,3,4,2,1,1,4,4,4,2,1,3,4,5,5,4,5,3,5,5
"1302",2,2,3,2,4,4,2,2,3,2,2,2,3,2,3,4,3,2,3,2,3,4,4,2,4,1,4
"1822",2,3,3,3,3,4,1,2,4,4,2,3,4,4,2,5,3,4,3,3,2,5,4,5,4,4,5
"2063",2,2,2,2,2,4,2,2,3,3,3,2,3,4,3,4,2,4,3,4,2,2,3,2,2,2,3
"643",4,5,4,5,4,5,4,3,3,3,4,3,4,5,4,4,4,4,4,4,4,3,3,4,4,5,5
"1568",3,3,3,2,4,3,1,4,2,2,2,2,4,4,4,3,4,5,4,4,3,5,2,4,4,4,2
"7310",1,1,1,1,2,4,2,3,4,4,4,4,2,4,2,3,2,2,2,5,4,4,4,3,3,4,4
"1577",2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4,5,4,4,5,4,5
"2608",2,2,3,4,3,4,2,2,4,3,4,3,4,4,4,4,4,2,4,4,4,5,4,4,4,4,4
"2043",3,3,3,3,3,4,2,4,3,3,3,4,4,4,3,5,3,4,3,4,2,4,3,4,3,3,3
"11801",2,2,2,3,2,3,3,2,3,3,3,3,4,3,4,3,3,4,4,4,4,5,4,4,4,4,3
"2469",2,2,2,2,2,4,3,3,4,4,2,2,4,4,4,4,4,4,4,4,3,4,2,3,3,2,3
"8851",2,3,2,3,4,2,3,3,3,2,3,3,3,4,3,2,2,4,2,2,4,4,4,2,2,2,3
"2328",2,2,2,2,2,2,2,2,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,5,4,4,4
"2915",1,2,2,4,2,2,1,2,2,1,4,3,2,5,3,5,3,4,2,5,4,4,2,4,4,3,4
"1815",2,2,2,4,2,4,1,2,4,4,4,4,2,2,2,5,2,4,2,2,4,5,4,5,4,5,4
"1259",1,1,1,2,1,1,3,1,5,4,4,2,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
"1390",2,2,4,2,2,4,2,4,3,2,4,2,2,2,4,4,4,2,2,4,4,4,2,4,2,2,4
"2710",4,3,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4
"297",1,2,2,2,4,4,1,1,2,4,2,4,4,4,5,2,4,4,4,4,4,4,5,4,5,4,4
"2470",3,4,2,3,4,2,4,3,4,5,3,4,4,4,3,5,3,3,2,4,3,5,4,4,4,4,5
"2118",2,2,1,2,2,2,2,2,3,4,2,4,4,4,3,4,2,4,4,4,3,4,2,3,2,3,2
"3092",2,2,2,2,3,4,1,2,4,3,4,3,5,4,2,4,2,4,4,4,3,4,2,2,3,4,5
"1040",1,1,1,1,1,5,3,5,5,5,3,5,1,5,1,5,1,1,1,5,5,5,5,5,5,5,5
"1363",3,4,2,4,2,4,2,4,4,3,4,3,4,5,3,2,3,3,3,4,3,4,2,3,3,3,2
"2336",2,2,4,3,2,3,2,4,1,2,4,1,5,2,1,5,5,4,4,2,2,4,3,5,3,4,4
"2087",2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,5,4,5,4,5,4,2,2,2,4,2,2
"1212",2,2,2,2,2,3,3,2,3,2,2,4,3,4,2,4,3,2,4,4,3,5,4,2,4,3,2
"1261",3,2,4,2,1,4,2,4,2,3,4,2,1,5,2,2,3,3,2,4,4,4,4,5,4,5,5
"2041",1,4,1,1,1,2,1,2,5,2,2,4,2,5,1,5,1,3,2,4,2,2,4,2,4,2,4
"3235",2,2,2,2,2,3,3,3,4,4,1,3,3,3,4,4,2,3,4,4,4,3,5,3,2,2,4
"1909",1,2,1,2,3,3,2,3,3,2,3,2,4,4,4,5,4,4,3,4,2,4,3,3,2,3,4
"647",1,1,1,3,1,1,1,1,3,5,3,3,1,5,1,3,1,1,1,5,5,5,5,5,5,5,5
"2352",2,2,2,2,3,3,1,2,3,2,4,2,4,4,3,4,3,2,4,4,5,5,4,4,5,4,4
"818",2,2,2,2,2,2,3,1,4,3,2,4,4,2,2,2,2,4,4,2,4,5,3,2,2,2,5
"1064",2,2,4,2,3,3,2,2,2,3,4,2,4,5,4,5,2,2,4,4,4,4,4,2,4,4,4
"390",3,2,3,3,3,4,3,3,2,2,2,4,5,2,4,5,3,2,3,3,3,4,2,5,3,3,3
"1588",3,3,3,3,3,3,3,4,4,3,4,4,3,3,2,2,3,3,3,3,2,2,4,2,2,2,2
"10610",2,2,2,1,2,2,3,2,1,3,2,2,2,5,2,4,2,2,2,5,5,5,4,4,4,4,4
"1558",3,2,3,3,2,2,2,3,4,3,2,2,2,3,3,3,3,3,3,2,4,1,3,3,3,3,3
"2243",2,2,4,3,3,4,3,3,4,3,3,4,3,4,4,4,4,5,4,3,3,4,4,3,2,1,3
"3234",1,3,4,5,2,5,2,1,5,4,4,4,5,5,3,1,2,2,5,2,5,3,4,5,5,3,4
"2270",1,5,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,4,1,5,5,5,5,5,5,5,5
"2523",2,2,3,2,3,4,4,3,3,4,3,3,2,4,2,4,2,2,2,3,5,5,4,5,4,5,4
"380",1,1,3,1,3,3,1,3,5,3,5,5,3,3,2,3,1,3,3,2,5,5,5,5,3,3,5
"2472",1,1,1,2,2,4,1,2,2,1,5,4,4,3,1,5,5,2,3,4,5,5,4,5,5,4,4
"1723",2,2,2,2,1,4,1,2,2,3,2,2,2,3,2,4,2,2,2,4,5,5,4,5,5,5,5
"418",3,1,3,3,5,3,1,3,3,3,4,3,2,3,3,2,3,3,2,5,5,5,5,4,5,5,5
"824",1,2,1,1,1,3,3,3,3,3,3,3,4,3,1,4,3,3,2,3,3,5,3,5,3,5,4
"2250",3,1,1,2,4,2,1,1,2,1,3,2,3,4,3,5,3,3,2,5,4,5,4,5,5,5,5
"1024",1,1,1,2,1,2,2,1,4,5,4,4,4,3,4,2,4,5,4,4,5,5,2,4,4,5,2
"785",1,2,2,1,2,2,1,1,2,2,2,2,2,4,2,4,2,2,1,4,4,4,5,4,3,3,4
"1358",2,2,3,2,3,3,3,3,3,4,2,4,5,4,5,5,4,4,4,4,4,4,2,3,2,4,5
"2992",2,2,2,2,4,4,2,4,2,2,2,3,4,3,4,4,2,4,2,4,2,3,2,3,2,2,2
"2092",1,1,1,3,2,3,2,3,4,3,4,4,3,4,3,4,3,4,3,4,4,5,3,4,4,4,2
"721",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4
"1737",2,2,2,2,2,2,2,2,2,2,3,3,3,4,2,4,2,2,2,4,4,4,4,4,4,4,4
"986",2,2,2,2,4,4,2,2,2,2,1,2,2,4,4,4,2,2,2,4,4,4,4,5,4,4,4
"2299",3,5,3,4,5,5,3,4,5,5,5,5,3,5,5,5,5,4,4,3,5,5,4,5,4,3,3
"1425",2,2,2,2,2,2,2,2,2,3,2,3,4,4,3,4,4,4,2,4,4,4,5,5,5,4,4
"2871",5,4,5,3,4,3,1,3,2,1,1,1,5,3,2,5,3,4,1,2,2,3,3,3,1,3,3
"1507",4,4,4,2,3,3,1,3,4,3,4,3,2,2,3,2,2,2,2,3,4,5,4,4,4,4,4
"1137",2,2,3,2,3,4,2,3,3,2,2,2,4,5,4,5,3,3,3,4,4,4,5,4,4,3,3
"1428",4,4,4,4,4,3,3,5,4,4,3,4,4,5,4,5,4,4,4,5,4,5,4,5,2,4,4
"3069",1,1,1,2,2,3,1,1,3,1,2,2,5,5,4,2,4,2,4,5,5,5,2,5,5,5,2
"2295",2,3,3,3,4,4,2,3,3,2,2,3,4,4,4,4,4,4,3,4,3,3,3,3,3,2,3
"1321",1,2,1,3,4,4,1,4,4,4,3,5,2,2,2,2,2,2,2,3,4,4,4,5,5,3,4
"405",3,2,2,2,3,4,3,3,4,4,4,3,3,2,5,4,3,3,2,3,2,4,4,4,2,4,4
"1250",5,5,5,5,5,5,5,3,4,5,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3
"823",1,2,1,1,1,4,2,4,4,4,2,4,5,5,4,5,5,4,4,4,4,4,4,4,4,4,2
"349",2,2,3,3,3,4,1,4,3,3,3,2,3,4,4,4,3,5,4,4,4,4,4,4,3,2,4
"1780",3,2,4,2,5,4,2,4,3,4,4,4,2,2,2,5,2,4,2,4,4,5,4,4,4,2,2
"3210",1,1,2,1,4,2,1,1,4,2,4,4,2,1,1,1,1,1,1,1,4,4,4,5,4,2,2
"1757",3,3,4,3,2,4,3,3,3,3,4,4,3,3,4,4,3,4,3,3,4,4,4,4,3,4,3
"11361",2,2,2,2,3,3,4,2,3,3,4,4,4,4,4,4,4,3,4,4,5,5,4,5,5,5,4
"2541",2,2,2,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4
"1485",3,3,4,3,3,2,2,4,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,4
"17510",3,2,2,2,2,5,1,1,3,3,2,2,2,4,4,4,3,2,2,4,4,5,5,5,5,4,4
"7411",4,3,3,3,4,3,5,4,5,5,3,4,3,5,3,3,4,5,3,3,4,4,3,4,4,4,5
"1451",1,1,2,1,2,4,2,2,4,4,5,4,4,3,2,2,2,4,4,5,2,4,2,3,2,1,4
"1715",3,2,3,3,3,4,3,3,4,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,3,4,4
"777",2,2,2,4,4,2,2,2,4,3,3,4,4,4,4,4,5,5,2,4,4,2,3,4,2,4,3
"1922",1,1,1,5,1,3,1,2,3,3,1,1,4,5,5,5,5,3,4,5,5,5,5,4,5,4,3
"2672",2,2,2,2,4,2,1,3,2,2,3,2,3,4,4,4,3,3,3,4,3,2,3,2,3,3,2
"167",1,1,1,1,1,3,2,3,3,2,4,4,3,3,3,4,2,4,3,4,3,4,2,3,4,4,4
"2590",3,3,5,3,2,2,3,3,3,2,2,5,2,4,3,3,4,4,3,1,2,4,4,4,3,3,4
"1661",2,2,2,2,3,2,4,2,4,2,2,3,2,4,2,4,4,1,2,4,4,4,4,5,4,4,4
"5031",2,2,2,2,2,5,3,3,4,3,3,4,4,2,3,3,3,2,3,2,4,4,4,4,4,4,4
"1498",2,2,2,2,1,2,2,2,1,4,2,2,4,4,1,4,4,2,2,4,4,4,4,4,4,4,4
"3203",2,2,3,2,3,3,3,2,3,3,4,3,2,3,4,4,3,3,3,3,4,4,4,4,4,3,3
"1584",2,3,3,4,2,2,2,2,2,2,2,2,4,4,4,4,3,2,2,2,2,4,2,4,2,4,4
"464",1,1,1,2,1,1,4,1,2,3,2,3,2,1,4,4,2,4,1,4,4,5,4,3,5,3,4
"604",1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5
"2439",4,2,5,4,4,4,3,4,4,3,3,4,5,3,3,4,5,4,3,3,3,4,5,4,4,3,4
"3148",2,2,2,2,2,4,3,2,4,2,2,2,2,4,4,4,2,2,2,4,4,4,4,4,4,4,4
"1591",4,3,3,2,3,4,3,3,4,3,4,4,2,2,3,4,3,5,4,4,3,5,3,4,4,4,4
"1367",2,2,2,2,1,5,1,4,4,4,4,4,2,4,2,4,1,1,2,2,4,5,5,5,4,4,5
"288",3,2,3,4,4,4,2,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3
"581",2,3,2,4,3,4,2,3,4,3,2,4,4,4,4,3,3,4,4,4,2,3,4,2,2,2,3
"2379",2,2,3,3,2,3,3,2,3,3,3,3,5,4,4,4,3,3,4,3,4,5,4,5,3,4,5
"1438",2,2,2,2,2,3,2,3,2,3,3,4,2,5,1,4,1,2,2,4,4,4,4,4,4,3,4
"1422",2,1,3,3,3,3,1,2,4,4,2,2,4,3,4,4,4,4,3,3,4,5,4,5,4,5,4
"2445",1,2,1,2,3,4,2,5,5,3,4,5,4,5,5,5,5,5,4,5,3,5,3,4,4,3,3
"625",2,2,2,2,1,2,1,2,2,2,2,4,2,4,3,4,3,3,2,4,4,4,4,4,4,2,4
"870",1,2,2,4,4,4,3,4,4,3,4,4,4,5,5,4,4,3,3,5,4,5,4,4,4,4,2
"2907",3,2,2,2,2,2,1,2,2,3,4,4,5,5,5,4,5,5,4,5,4,5,4,5,4,5,4
"988",4,3,4,1,5,4,4,4,5,5,4,5,3,4,4,4,2,1,1,2,2,3,4,2,2,2,4
"10071",1,2,1,2,1,5,3,3,1,4,4,4,1,5,4,5,4,2,4,5,4,5,1,5,4,4,2
"1362",4,3,4,3,3,4,4,4,4,5,5,4,3,4,2,4,3,4,4,2,4,4,4,4,3,4,4
"2888",2,2,2,4,2,2,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4
"2931",3,2,3,2,3,3,2,2,4,4,2,2,4,4,4,4,3,4,3,4,4,4,2,4,4,4,4
"3094",1,2,1,2,2,1,4,1,2,2,1,3,1,5,3,3,2,2,2,4,4,5,4,5,5,3,4
"1599",2,2,3,3,2,4,4,2,3,3,3,3,3,4,4,4,3,3,3,5,4,4,4,4,4,4,4
"1025",1,2,1,1,1,4,2,2,2,4,4,4,1,4,1,4,1,1,1,4,4,4,4,4,4,4,4
"370",2,2,2,2,3,4,4,4,3,4,4,2,3,4,4,4,4,2,2,4,4,5,4,4,3,4,4
"536",2,2,3,3,4,4,2,4,4,3,4,4,4,5,4,4,4,4,4,4,3,4,4,3,2,2,2
"2249",2,3,2,2,2,4,3,3,4,4,2,4,3,2,3,2,2,3,2,3,4,3,3,3,3,3,2
"1020",2,3,2,3,3,4,2,3,3,3,2,3,3,4,2,4,3,3,3,3,3,3,3,3,3,2,2
"1971",4,4,4,4,3,3,2,2,2,2,2,2,4,3,4,4,3,3,2,2,4,4,2,4,2,2,3
"2669",2,2,2,2,4,4,2,3,2,3,2,4,4,4,4,4,4,2,2,4,2,4,4,3,2,3,4
"2816",1,1,1,1,1,3,3,1,3,5,4,3,3,5,5,4,5,1,1,5,5,5,4,5,5,3,5
"2221",2,2,3,3,3,4,3,2,3,3,3,3,3,4,3,4,3,4,3,3,4,3,5,4,4,4,4
"1887",1,2,2,2,2,4,2,2,4,2,5,4,2,4,4,5,4,4,3,4,4,4,4,4,4,4,4
"1404",1,2,1,2,2,2,2,3,4,4,2,4,4,4,4,4,4,4,4,4,3,4,2,2,4,4,2
"878",3,5,3,5,5,3,1,1,4,5,3,3,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5
"750",2,2,2,2,2,3,2,3,4,3,3,3,3,4,3,4,3,3,2,4,3,4,3,3,3,3,4
"12301",3,2,3,1,5,4,3,3,4,2,3,4,3,4,2,2,3,4,3,3,3,5,3,4,4,2,4
"1794",2,2,2,2,2,3,2,2,4,3,3,2,2,4,2,2,2,2,2,2,4,4,5,4,3,4,4
"6121",1,2,2,2,2,1,3,1,2,1,3,3,2,4,4,4,4,2,4,4,5,5,4,5,5,5,4
"1403",1,2,1,2,2,4,4,3,4,3,3,3,2,2,2,2,2,2,3,2,2,3,3,3,2,3,2
"719",2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,3,4,4
"2544",1,1,1,3,3,4,4,4,4,2,4,5,3,5,3,2,2,3,2,2,1,4,3,4,2,2,3
"2126",1,3,1,3,1,1,1,1,4,1,1,1,1,4,1,3,2,1,1,5,5,5,4,4,5,5,4
"8611",2,3,3,4,2,3,2,2,2,2,2,3,3,5,4,5,5,4,2,5,4,4,4,4,4,4,4
"2599",2,2,2,2,2,3,1,2,2,4,2,2,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4
"2390",5,5,3,4,3,4,3,5,4,3,4,3,5,4,4,3,5,4,4,3,4,4,3,5,5,4,5
"2116",4,1,4,2,3,2,1,2,2,2,4,3,1,4,2,3,2,1,2,4,4,5,5,5,4,4,4
"1580",1,1,2,1,1,4,3,3,4,4,4,4,3,4,3,4,5,5,1,4,5,5,5,5,5,5,4
"3136",1,2,1,1,1,2,2,2,4,2,4,3,2,4,2,4,2,3,4,4,4,4,4,4,4,4,4
"1633",2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2,2,3,4,5,5,5,5,5,5
"2655",1,2,1,2,2,2,4,3,4,4,3,4,4,4,3,2,4,4,4,3,4,4,3,4,2,4,3
"889",2,2,1,4,2,2,3,2,3,3,1,3,5,5,4,5,4,5,4,5,3,3,2,3,3,2,4
"830",3,1,3,3,3,4,3,2,4,4,4,3,3,4,3,3,3,3,2,3,3,5,5,5,3,5,4
"3158",4,2,3,3,4,3,3,2,3,3,4,4,4,5,3,5,3,4,4,5,3,3,4,4,4,2,4
"63",1,1,1,1,1,4,4,4,5,4,4,3,1,5,4,2,2,1,1,4,4,5,5,5,4,4,4
"1413",1,1,2,1,1,3,1,2,4,4,4,2,3,5,4,4,4,4,2,5,5,4,5,4,4,2,3
"3032",1,2,2,2,1,4,5,4,5,5,4,4,2,5,3,4,4,2,2,5,5,5,5,5,5,4,5
"2073",1,2,1,3,2,3,2,2,3,3,4,3,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4
"2133",2,2,3,3,4,4,1,2,4,2,4,4,2,4,2,4,2,2,2,5,4,4,4,4,4,4,4
"3603",4,2,2,3,2,4,2,2,3,2,4,4,5,5,4,4,2,3,2,4,4,4,4,4,4,4,3
"8261",2,2,2,2,2,2,1,1,2,2,2,1,2,4,3,4,4,2,2,4,4,5,4,5,4,4,4
"8041",2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,2,4,4,4,4,3,4,4,4
"2820",1,2,1,2,2,5,1,3,3,4,4,4,5,5,4,4,4,5,4,4,5,5,5,5,5,4,5
"2478",2,4,3,4,3,5,4,3,4,4,2,2,3,4,4,5,4,4,4,3,5,5,4,5,4,5,2
"2565",4,3,2,4,2,2,4,3,4,2,3,3,2,2,2,3,2,4,2,2,2,4,3,4,2,4,3
"3239",2,2,2,3,2,2,2,2,4,2,2,2,4,4,4,4,5,4,4,4,4,4,4,4,3,4,2
"3024",4,2,4,2,4,4,2,2,2,1,4,4,2,4,3,4,3,4,2,5,5,5,4,4,4,4,4
"3217",3,3,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,3,2,3,2,2,2
"425",1,1,1,2,2,3,3,2,5,5,4,3,2,4,2,2,2,4,2,3,4,4,4,4,4,4,4
"2846",2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,3,4,4,4,4,3,4,4
"2678",1,1,1,1,1,1,1,1,4,3,1,4,1,4,1,2,1,1,1,4,5,5,5,5,5,5,5
"2519",2,2,2,4,2,2,2,2,2,2,2,4,2,5,4,4,2,4,4,4,2,4,4,4,4,3,4
"2686",1,1,1,1,1,3,4,2,4,4,4,3,3,2,3,3,2,3,2,2,3,4,4,3,2,2,2
"246",1,2,2,2,2,4,3,4,3,3,4,3,2,3,3,3,3,3,3,3,4,4,3,4,4,4,4
"1378",2,2,2,2,4,4,2,2,4,4,2,2,4,4,4,2,4,4,5,4,4,4,4,5,5,4,4
"2340",4,5,4,5,4,4,5,4,4,4,4,4,5,5,5,4,5,4,5,5,5,5,4,4,4,5,5
"2943",1,3,1,4,2,4,3,2,4,4,3,5,3,4,4,4,4,4,3,4,2,4,3,3,4,3,2
"12141",3,2,3,3,1,2,4,1,3,4,3,4,2,3,1,1,1,4,1,3,1,5,3,3,1,1,4
"1001",2,2,2,2,2,2,2,2,4,4,4,2,2,4,4,4,4,2,2,4,4,4,5,2,4,4,4
"1437",5,3,4,4,4,5,4,4,4,4,4,5,4,5,3,3,4,4,5,4,3,4,4,5,5,4,4
"3214",1,1,1,2,1,2,3,2,3,2,4,4,3,3,3,4,2,3,3,3,2,4,5,4,4,4,4
"1389",2,2,2,3,3,4,3,3,4,4,3,3,3,3,2,3,2,2,2,3,4,4,4,3,2,2,5
"852",5,4,5,5,5,5,4,5,1,4,4,4,5,5,4,5,5,5,5,4,5,5,4,4,4,4,4
"3672",1,3,2,1,2,4,5,4,4,4,3,1,2,2,1,4,5,1,2,5,4,5,5,5,5,5,5
"563",3,3,3,2,3,3,3,4,3,4,3,3,3,4,3,4,3,3,3,3,4,4,4,3,4,4,4
"2213",3,3,3,3,2,3,1,2,2,3,3,3,3,5,4,4,4,1,3,4,3,5,3,5,5,4,3
"447",4,3,3,3,4,4,4,4,4,5,3,4,3,3,4,3,3,3,3,2,3,5,3,3,2,3,4
"1450",2,2,3,2,4,2,3,2,2,3,3,4,3,2,2,1,2,4,1,2,3,3,4,4,3,3,4
"312",1,2,1,2,3,3,4,2,4,3,4,5,3,3,4,4,3,2,2,4,5,5,5,5,4,3,4
"3961",3,2,3,3,4,1,1,1,1,1,1,1,1,5,1,5,1,1,1,3,3,5,2,5,3,5,4
"2570",1,2,2,1,2,4,2,4,4,4,3,4,4,2,2,3,2,4,4,2,4,4,4,5,4,4,4
"1773",2,2,3,2,3,3,3,3,4,4,4,4,3,2,2,2,2,3,3,2,3,3,4,2,3,3,4
"2656",2,1,2,1,2,3,1,3,3,4,3,3,3,5,4,3,4,2,5,4,4,4,5,4,4,4,5
"1991",1,2,1,2,2,5,1,2,4,5,4,4,4,4,4,5,4,4,4,5,4,5,2,5,4,4,5
"2471",1,1,1,1,4,2,1,2,4,4,2,4,4,4,3,4,4,4,3,5,2,5,3,4,4,4,4
"542",4,2,4,2,2,3,3,4,4,4,3,3,4,1,3,4,2,4,2,4,3,2,3,2,4,3,4
"4510",1,1,1,2,1,3,4,3,4,5,4,4,3,4,2,4,3,3,3,4,2,4,3,2,2,2,2
"1858",3,3,3,4,4,4,4,4,4,4,4,4,2,2,3,2,2,3,2,2,1,3,2,3,1,4,3
"2196",2,2,2,2,5,4,1,2,4,2,4,4,4,2,4,5,4,4,4,4,4,5,1,5,1,5,1
"1575",1,1,1,2,1,2,3,1,3,3,2,2,3,2,2,2,2,3,2,2,5,5,2,5,5,4,2
"1949",2,1,1,1,1,2,3,2,2,4,2,2,1,5,3,3,3,1,1,2,4,5,5,5,4,5,5
"680",2,5,5,2,4,3,5,5,2,3,5,2,3,2,5,4,5,4,2,5,5,5,5,5,4,2,1
"2689",5,5,5,5,4,4,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
"40",1,2,1,2,2,2,1,2,4,2,3,2,2,4,2,4,2,3,2,3,4,4,3,2,3,3,4
"3022",1,1,1,3,1,2,1,1,3,5,3,2,5,5,5,5,5,4,5,5,3,3,2,3,2,3,2
"2071",2,3,2,3,3,4,2,3,3,5,4,4,3,2,2,3,2,2,2,3,2,4,1,3,1,1,1
"6071",2,2,2,2,4,2,4,1,3,2,2,2,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4
"2856",5,4,4,5,3,4,3,5,5,5,3,5,3,3,4,5,5,4,5,4,5,5,5,3,5,4,5
"444",1,1,1,3,2,3,1,3,3,4,4,4,3,5,4,5,2,4,4,4,3,3,2,3,2,4,2
"1628",2,2,4,2,5,2,2,2,3,2,3,2,3,2,2,3,2,2,3,2,3,4,3,4,2,4,4
"10161",4,3,4,2,3,1,2,1,2,2,2,1,2,4,2,4,2,1,2,4,4,5,4,5,4,5,5
"5841",2,2,3,3,3,2,2,1,2,4,2,2,4,3,2,4,2,2,3,4,1,3,3,2,2,1,2
"1692",4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,5,3,3,3,4
"3422",1,1,1,1,1,4,5,2,5,4,2,2,4,5,5,5,5,5,5,4,1,4,1,2,1,2,1
"3237",2,2,2,2,2,5,5,4,4,5,5,5,4,5,4,4,4,2,4,4,4,5,5,5,4,4,5
"2894",2,2,2,2,3,2,2,3,4,4,4,5,4,4,2,4,2,3,4,4,3,5,4,4,2,4,4
"2108",3,2,2,2,4,2,2,2,4,2,2,2,4,4,3,5,2,4,2,2,2,4,4,2,4,2,4
